point,bv,notebook,month,day,year,habtype,spp,round,region,area,impound,int,short,tall,pe,pcgrass,up,bg,water,wood,other,crop,central,north,east,south,west,averagewater,plant1,plant2,plant3,waterp,woodp,dead
FGVEG014,v,NA,NA,NA,2012,pe,NA,2,nc,fgca,boardwalk,0,0,80,NA,NA,0,0,0,20,0,0,0,0,0,0,0,0,smartweed,river bulrush,reed canary grass,0,1,NA
FGVEG011,v,NA,NA,NA,2012,pe/ms,NA,2,nc,fgca,boardwalk,0,40,20,NA,NA,38,0,0,2,0,0,0,0,0,0,0,0,grass,smartweed,river bulrush,0,1,NA
FGVEG002,v,NA,NA,NA,2012,pe/ms,NA,2,nc,fgca,boardwalk,0,0,90,NA,NA,0,0,0,20,0,0,0,0,0,0,0,0,grass,goldenrod,upland,0,1,NA
FGVEG006,v,NA,NA,NA,2012,pe/ms,NA,2,nc,fgca,boardwalk,0,0,80,NA,NA,0,0,0,15,0,5,0,0,0,0,0,0,goldenrod,grass,upland,0,1,NA
FGVEG020,v,NA,NA,NA,2012,pe/ms,NA,2,nc,fgca,boardwalk,0,50,20,NA,NA,25,0,0,5,0,0,0,0,0,0,0,0,millet,smartweed,upland,0,1,NA
FGVEG018,v,NA,NA,NA,2012,pe/ms,NA,2,nc,fgca,boardwalk,0,0,70,NA,NA,0,0,0,30,0,0,0,0,0,0,0,0,smartweed,millet,wood,0,1,NA
CCVEG021,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,pigweed,cocklebur,0,0,NA
CCVEG023,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,pigweed,cocklebur,0,0,NA
CCVEG024,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,90,0,NA,NA,0,0,0,10,0,0,0,0,0,0,0,0,millet,pigweed,cocklebur,0,1,NA
CCVEG026B,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,pigweed,cocklebur,0,0,NA
CCVEG027,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,pigweed,cocklebur,0,0,NA
CCVEG028,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,pigweed,cocklebur,0,0,NA
CCVEG026A,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,smartweed,cocklebur,0,0,NA
CCVEG034,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,smartweed,cocklebur,0,0,NA
CCVEG038,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,smartweed,cocklebur,0,0,NA
CCVEG035,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,90,0,NA,NA,0,0,0,0,10,0,0,0,0,0,0,0,frog fruit,millet,grass,0,0,NA
CCVEG031,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,90,0,NA,NA,0,0,0,0,10,0,0,0,0,0,0,0,millet,cocklebur,pigweed,0,0,NA
CCVEG029,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,smartweed,pigweed,0,0,NA
CCVEG040,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,60,0,NA,NA,20,0,0,0,20,0,0,0,0,0,0,0,millet,smartweed,pigweed,0,0,NA
CCVEG112,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,75,0,NA,NA,0,0,0,0,15,0,0,0,0,0,0,0,millet,pigweed,primrose,0,0,NA
CCVEG114,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,85,0,NA,NA,0,0,0,5,10,0,0,0,0,0,0,0,millet,pigweed,primrose,0,1,NA
CCVEG022,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,pigweed,sedge,0,0,NA
CCVEG025,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,cocklebur,smartweed,0,0,NA
CCVEG030,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,cocklebur,smartweed,0,0,NA
CCVEG032,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,cocklebur,smartweed,0,0,NA
CCVEG036,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,cocklebur,smartweed,0,0,NA
CCVEG037,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,cocklebur,smartweed,0,0,NA
CCVEG039,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,85,0,NA,NA,0,0,0,0,15,0,0,0,0,0,0,0,millet,frog fruit,smartweed,0,0,NA
CCVEG111,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,70,0,NA,NA,0,5,0,0,20,0,0,0,0,0,0,0,millet,primrose,smartweed,0,0,NA
CCVEG113,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu1,0,100,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,pigweed,spikerush,0,0,NA
CCVEG128,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,15,84,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,millet,panic grass,cocklebur,0,1,NA
CCVEG123,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,30,70,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,panic grass,cocklebur,0,0,NA
CCVEG122,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,45,40,NA,NA,0,0,0,0,15,0,0,0,0,0,0,0,panic grass,toothcup,millet,0,0,NA
CCVEG124,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,15,85,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,cocklebur,NA,0,0,NA
CCVEG129,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,15,85,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,panic grass,NA,0,0,NA
CCVEG118,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,0,60,NA,NA,40,0,0,0,0,0,0,0,0,0,0,0,millet,upland,NA,0,0,NA
CCVEG126,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,0,98,NA,NA,0,0,0,2,0,0,0,0,0,0,0,0,millet,cocklebur,panic grass,0,1,NA
CCVEG121,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,2,78,NA,NA,0,0,0,0,20,0,0,0,0,0,0,0,cocklebur,millet,pigweed,0,0,NA
CCVEG115,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,20,50,NA,NA,30,0,0,0,0,0,0,0,0,0,0,0,millet,upland,primrose,0,0,NA
CCVEG125,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,20,70,NA,NA,0,5,0,0,5,0,0,0,0,0,0,0,millet,panic grass,smartweed,0,0,NA
CCVEG127,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,25,60,NA,NA,0,2,0,5,8,0,0,0,0,0,0,0,millet,panic grass,smartweed,0,1,NA
CCVEG117,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,10,25,NA,NA,65,0,0,0,0,0,0,0,0,0,0,0,upland ,millet,toothcup,0,0,NA
CCVEG119,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,15,10,NA,NA,75,0,0,0,0,0,0,0,0,0,0,0,upland ,millet,toothcup,0,0,NA
CCVEG130,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,20,65,NA,NA,0,0,0,0,15,0,0,0,0,0,0,0,millet,panic grass,toothcup,0,0,NA
CCVEG120,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,0,90,NA,NA,10,0,0,0,0,0,0,0,0,0,0,0,millet,smartweed,upland,0,0,NA
CCVEG116,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu1,0,0,80,NA,NA,20,0,0,0,0,0,0,0,0,0,0,0,millet,smartweed,upland,0,0,NA
CCVEG015,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0,80,10,NA,NA,0,5,5,0,0,0,0,16,9,18,9,10.4,primrose,toothcup,smartweed,1,0,NA
CCVEG017,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0,60,20,NA,NA,0,10,0,0,10,0,15,15,0,11,0,8.2,primrose,toothcup,millet,0,0,NA
CCVEG014,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0.1,53,20,NA,NA,0,5,20,0,2,0,10,6,16,7,0,7.8,primrose,toothcup,smartweed,1,0,NA
CCVEG018,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0.05,70,15,NA,NA,5,0,0,0,10,0,0,0,10,0,0,2,primrose,toothcup,millet,0,0,NA
CCVEG001,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0.12,55,0,NA,NA,0,0,30,0,15,0,2,3,0,5,0,2,millet,smartweed,primrose,1,0,NA
CCVEG004,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0.12,45,0,NA,NA,0,0,40,0,15,0,0,3,0,2,5,2,millet,primrose,smartweed,1,0,NA
CCVEG016,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0,75,10,NA,NA,0,15,0,0,0,0,4,3,2,0,0,1.8,primrose,toothcup,millet,0,0,NA
CCVEG013,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0.15,60,10,NA,NA,0,0,30,0,0,0,0,6,0,0,0,1.2,toothcup,primrose,millet,1,0,NA
CCVEG019,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0.08,60,30,NA,NA,0,0,10,0,0,0,0,0,5,0,0,1,primrose,millet,toothcup,1,0,NA
CCVEG009,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0,0,20,NA,NA,30,0,0,0,50,0,0,0,0,0,0,0,foxtail,smartweed,aster,0,0,NA
CCVEG003,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0,80,0,NA,NA,0,0,0,0,20,0,0,0,0,0,0,0,millet,pigweed,cocklebur,0,0,NA
CCVEG020,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0,90,0,NA,NA,0,0,0,0,10,0,0,0,0,0,0,0,millet,primrose,cocklebur,0,0,NA
CCVEG008,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0,65,0,NA,NA,20,0,0,0,15,0,0,0,0,0,0,0,millet,smartweed,fleabane,0,0,NA
CCVEG002,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0,80,0,NA,NA,0,0,0,0,20,0,0,0,0,0,0,0,millet,smartweed,pigweed,0,0,NA
CCVEG011,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0,65,20,NA,NA,0,15,0,0,0,0,0,0,0,0,0,0,burhead,millet,primrose,0,0,NA
CCVEG005,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0.12,60,0,NA,NA,0,0,30,0,10,0,0,0,0,0,0,0,millet,smartweed,primrose,1,0,NA
CCVEG006,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0,80,0,NA,NA,0,0,0,0,20,0,0,0,0,0,0,0,millet,cocklebur,smartweed,0,0,NA
CCVEG007,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0,60,20,NA,NA,0,0,0,0,20,0,0,0,0,0,0,0,river bulrush,millet,smartweed,0,0,NA
CCVEG010,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0,0,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,millet,pigweed,smartweed,0,0,NA
CCVEG012,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu2,0,65,10,NA,NA,0,15,0,0,10,0,0,0,0,0,0,0,toothcup,millet,upland,0,0,NA
CCVEG102,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu7,0.08,60,0,NA,NA,0,20,10,10,0,0,35,36,35,37,38,36.2,millet,NA,NA,1,1,NA
CCVEG133,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu7,0.14,5,35,NA,NA,0,50,10,0,0,0,40,41,12,37,41,34.2,millet,smartweed,spikerush,1,0,NA
CCVEG132,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu7,0.14,5,35,NA,NA,0,50,10,0,0,0,38,38,18,37,39,34,millet,smartweed,spikerush,1,0,NA
CCVEG103,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu7,0.14,35,0,NA,NA,0,45,30,0,0,0,30,35,36,25,30,31.2,millet,smartweed,cocklebur,1,0,NA
CCVEG131,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu7,0.1,10,35,NA,NA,0,40,10,5,0,0,22,30,23,2,1,15.6,millet,smartweed,spikerush,1,1,NA
CCVEG134,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu7,0.14,5,35,NA,NA,0,50,10,0,0,0,16,17,31,14,0,15.6,millet,smartweed,spikerush,1,0,NA
CCVEG135,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu7,0.14,5,43,NA,NA,5,40,5,2,0,0,17,23,18,19,0,15.4,millet,spikerush,smartweed,1,1,NA
CCVEG138,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu7,0.11,5,35,NA,NA,15,35,10,0,0,0,12,25,32,1,0,14,millet,cocklebur,spikerush,1,0,NA
CCVEG139,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu7,0.12,5,20,NA,NA,45,20,10,0,0,0,10,0,0,22,21,10.6,millet,cocklebur,spikerush,1,0,NA
CCVEG137,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu7,0.14,5,35,NA,NA,5,50,5,0,0,0,5,13,14,1,0,6.6,millet,spikerush,cocklebur,1,0,NA
CCVEG104,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu7,0,60,0,NA,NA,0,40,0,0,0,0,5,6,5,7,9,6.4,millet,smartweed,cocklebur,0,0,NA
CCVEG136,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu7,0.14,5,35,NA,NA,15,40,5,0,0,0,5,6,0,5,7,4.6,millet,spikerush,smartweed,1,0,NA
CCVEG105,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu7,0,60,0,NA,NA,0,40,0,0,0,0,5,0,0,4,5,2.8,millet,smartweed,cocklebur,0,0,NA
CCVEG106,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu7,0,50,0,NA,NA,0,50,0,0,0,0,0,0,0,0,0,0,millet,smartweed,cocklebur,0,0,NA
CCVEG107,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu7,0.08,50,0,NA,NA,10,30,10,0,0,0,0,0,0,0,0,0,millet,smartweed,cocklebur,1,0,NA
CCVEG108,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu7,0.14,45,0,NA,NA,20,10,25,0,0,0,0,0,0,0,0,0,millet,smartweed,cocklebur,1,0,NA
CCVEG101,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu7,0,20,0,NA,NA,0,40,0,40,0,0,0,0,0,0,0,0,spikerush,button bush,millet,0,1,NA
CCVEG109,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu7,0.03,15,0,NA,NA,80,0,5,0,0,0,0,0,0,0,0,0,cocklebur,millet,smartweed,1,0,NA
CCVEG110,v,NA,NA,NA,2012,ms,NA,2,ne,ccnwr,ccmsu7,0.08,40,0,NA,NA,15,25,20,0,0,0,0,0,0,0,0,0,millet,smartweed,spikerush,1,0,NA
CCVEG140,v,NA,NA,NA,2012,ms,NA,3,ne,ccnwr,ccmsu7,0.06,0,10,NA,NA,80,9,1,0,0,0,0,0,0,0,0,0,millet,cocklebur,pigweed,1,0,NA
DCVEG159,v,NA,NA,NA,2012,ms,NA,3,se,dcca,dc13,0.14,2,18,NA,NA,65,5,5,5,0,0,0,0,0,11,5,3.2,millet,smartweed,cocklebur,1,1,NA
DCVEG004NEW,v,NA,NA,NA,2012,ms,NA,2,se,dcca,dc14,0,20,0,NA,NA,55,25,0,0,0,0,0,0,0,0,0,0,upland,smartweed,cocklebur,0,0,NA
DCVEG007NEW,v,NA,NA,NA,2012,ms,NA,2,se,dcca,dc14,0.11,47,0,NA,NA,35,0,18,0,0,0,0,0,0,0,0,0,smartweed,ragweed,NA,1,0,NA
DCVEG005NEW,v,NA,NA,NA,2012,ms,NA,2,se,dcca,dc14,0,25,0,NA,NA,60,15,0,0,0,0,0,0,0,0,0,0,upland,smartweed,NA,0,0,NA
DCVEG006NEW,v,NA,NA,NA,2012,ms,NA,2,se,dcca,dc14,0,22,0,NA,NA,68,10,0,0,0,0,0,0,0,0,0,0,smartweed,low forb,ragweed,0,0,NA
DCVEG002,v,NA,NA,NA,2012,ms,NA,2,se,dcca,dc15,0.14,42,30,NA,NA,0,0,28,0,0,0,12.5,19,0,29,40,20.1,smartweed,NA,NA,1,0,NA
DCVEG157,v,NA,NA,NA,2012,ms,NA,3,se,dcca,dc15,0.11,3,55,NA,NA,40,1,1,0,0,0,3,0,6,4,0,2.6,smartweed,pigweed,grass,1,0,NA
DCVEG005*,v,NA,NA,NA,2012,ms,NA,2,se,dcca,dc15,0.16,15,40,NA,NA,0,10,35,0,0,0,0,0,0,12,0,2.4,smartweed,NA,NA,1,0,NA
DCVEG001,v,NA,NA,NA,2012,ms,NA,2,se,dcca,dc15,0,0,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,smartweed,NA,NA,0,0,NA
DCVEG003,v,NA,NA,NA,2012,ms,NA,2,se,dcca,dc15,0,20,47,NA,NA,10,0,0,3,20,0,0,0,0,0,0,0,smartweed,ragweed,NA,0,1,NA
DCVEG158,v,NA,NA,NA,2012,ms,NA,3,se,dcca,dc15,0.09,0,65,NA,NA,25,5,5,0,0,0,0,0,0,0,0,0,smartweed,cocklebur,fleabane,1,0,NA
DCVEG009,v,NA,NA,NA,2012,ms,NA,2,se,dcca,dc18,0.15,10,30,NA,NA,0,25,35,0,0,0,0,0,21,0,0,4.2,smartweed,ragweed,NA,1,0,NA
DCVEG055NEW,v,NA,NA,NA,2012,ms,NA,3,se,dcca,dc18,0.11,15,35,NA,NA,0,40,10,0,0,0,0,21,0,0,0,4.2,smartweed,panic grass,NA,1,0,NA
DCVEG006*,v,NA,NA,NA,2012,ms,NA,2,se,dcca,dc18,0.22,15,45,NA,NA,3,15,22,0,0,0,0,14,0,0,0,2.8,smartweed,switchgrass,sedge,1,0,NA
DCVEG160*,v,NA,NA,NA,2012,ms,NA,3,se,dcca,dc18,0.14,2,13,NA,NA,75,5,5,0,0,0,0,0,0,4,10,2.8,cocklebur,pigweed,smartweed,1,0,NA
